0,11.945
1,9.665636437500002
2,7.994394849723436
3,6.76861068849256
4,5.869130742545088
5,5.208674236078991
6,4.7233072314792075
7,4.366197554630284
8,4.103040223000739
9,3.9087065316413594
10,3.76478947932479
11,3.6578057716905623
12,3.577878772798284
13,3.517773755602944
14,3.472191214476779
15,3.437249210440929
16,3.4101041845129303
17,3.3886732001620348
18,3.371430483474564
19,3.3572583870426844
20,3.345338219707365
21,3.335070278388743
22,3.326015270701328
23,3.317851406506481
24,3.3103429670987152
25,3.3033172818593104
26,3.2966478634533836
27,3.2902420542139965
28,3.2840319770102857
29,3.2779679066790686
30,3.272013414540436
31,3.2661418117128553
32,3.2603335438103285
33,3.2545742825352106
34,3.2488535277532327
35,3.2431635835011847
36,3.237498807903562
37,3.23185506372993
38,3.226229315923359
39,3.220619336786472
40,3.215023490027621
41,3.2094405725728103
42,3.203869698691529
43,3.1983102151178953
44,3.192761638876141
45,3.187223611737216
46,3.1816958668578375
47,3.1761782043432976
48,3.1706704733469815
49,3.165172558958101
50,3.159684372596825
51,3.154205844978626
52,3.148736920960576
53,3.1432775557662103
54,3.1378277122201883
55,3.132387358722646
56,3.126956467765379
57,3.121535014844922
58,3.116122977666354
59,3.110720335560068
60,3.105327069054531
61,3.0999431595633267
62,3.094568589155882
63,3.0892033403895227
64,3.0838473961864317
65,3.0785007397435087
66,3.0731633544663364
67,3.0678352239207793
68,3.0625163317975392
69,3.05720666188616
70,3.051906198055983
71,3.046614924242181
72,3.041332824435517
73,3.0360598826748264
74,3.0307960830415013
75,3.025541409655432
76,3.0202958466720276
77,3.0150593782800184
78,3.0098319886998297
79,3.004613662182389
80,2.999404383008221
81,2.994204135486793
82,2.989012903956007
83,2.9838306727818265
84,2.9786574263579775
85,2.973493149105734
86,2.9683378254737285
87,2.9631914399378214
88,2.958053977000978
89,2.9529254211931684
90,2.947805757071289
91,2.942694969219083
92,2.937593042247082
93,2.9324999607925335
94,2.9274157095193516
95,2.9223402731180634
96,2.9172736363057514
97,2.9122157838260088
98,2.9071667004488884
99,2.9021263709708522
